IBUPROFEN,"Tablet: 200 mg, 400 mg; Oral liquid: 100mg/5ml.","Rheumatoid arthritis, osteoarthritis, primary dysmenorrhea,
dental pain, musculoskeletal disorders, fever, migraine.","Pregnancy (D) 3rd trimester,
hypersensitivity to this product, NSAIDs, asthma, severe renal and hepatic
disease. Pregnancy(C) 1st and 2nd trimester, breastfeeding, children, geriatric
patients, bleeding disorders, GI disorders, cardiac disorders.","Adult- initially 1.2-1.8 g daily in 3-4 divided doses preferably
after food, increased if necessary to maximum of 2.4 g daily, maintenance
dose of 0.6-1.2 g daily may be adequate; child - 20-30 mg/kg daily in divided
doses (juvenile arthritis up to 40 mg/kg daily), not recommended for children
under 5 kg.","Gastrointestinal irritation, bleeding, hypersensitivity
reactions like rash, angioedema, bronchospasm, pruritic, photosensitivity
and photophobia, tinnitus, dizziness, headache, fluid retention, vertigo.
",
INDOMETHACIN,"Capsules: 25 mg, 50 mg, 75 mg; Modified-release
capsules: 75 mg; Suppositories: 100 mg.","Rheumatic disease and other musculoskeletal disorders, acute
gout, dysmenorrhea, closure of ductus arteriosus.","Active gastro-intestinal bleeding, active
gastro-intestinal ulceration , history of gastrointestinal bleeding related to
previous NSAID therapy, history of gastro-intestinal perforation related to
previous NSAID therapy, history of recurrent gastro-intestinal hemorrhage
(two or more distinct episodes), history of recurrent gastro-intestinal
ulceration (two or more distinct episodes), severe heart failure, pregnancy(D)
3rd trimester, neonates, aortic coarctation, salicylate/NSAID hypersensitivity,
lactating mother. Heart failure, allergic disorders, cardiac impairment,
cerebrovascular disease, coagulation defects, connective tissue disorders","• Pain and moderate to severe inflammation in rheumatic disease and other
musculoskeletal disorders: oral using immediate-release medicines- 50-200
mg daily in divided doses; by rectum-100 mg twice daily if required, dose
to be administered at night and in the morning, combined oral and rectal
treatment, maximum total daily dose 150-200 mg
• Oral using modified-release medicines-75 mg 1-2 times a day.
• Acute gout: oral using immediate-release medicines- 150-200 mg daily in
divided doses;
• Oral using modified-release medicine-75 mg 1-2 times a day.
• Dysmenorrhea: oral using immediate-release medicines- up to 75 mg daily;
• Oral using modified-release medicines- 75 mg daily.","General side-effects: See under diclofenac, specific sideeffects: with oral use- nausea; with rectal use- suppositories may cause
occasional bleeding and rectal irritation",
MEFENAMIC ACID,"Tablet: 500 mg, capsule 250 mg; Oral
suspension: 50 mg/5ml","Rheumatoid arthritis, osteoarthritis, postoperative pain, pain
during dysmenorrhea/ menorrhagia.","Active gastro-intestinal bleeding and
ulceration, history of recurrent gastro-intestinal bleeding or ulceration,
inflammatory bowel disease, severe heart failure, lactating mother, allergic
disorder, acute porphyria, cardiac impairment, cerebrovascular disease,
coagulation defect, connective tissue disorder, Chron’s disease, ulcerative
colitis, uncontrolled hypertension, pregnancy category C and D.","Pain and inflammation in rheumatoid arthritis and
osteoarthritis/postoperative pain/mild to moderate pain/acute pain
including dysmenorrhea/menorrhagia: 500 mg 3 times a day.","Diarrhea (withdraw treatment), rashes (withdraw
treatment), stomatitis, fatigue, paresthesia, aplastic anemia, glucose
intolerance, thrombocytopenia.",
NAPROXEN,"Tablet: 500 mg, 750 mg, 250 mg (SR)","Rheumatic disease, musculoskeletal disorders, dysmenorrhea,
acute gout.","Active gastro-intestinal bleeding and
ulceration, history of recurrent gastro-intestinal bleeding or ulceration,
inflammatory bowel disease, severe heart failure, pregnancy category C and
D. Uncontrolled hypertension, allergic disorders, cardiac impairment, Chron’s
disease, ulcerative colitis, breastfeeding, children <2-year, geriatric patients.","• Pain and inflammation in rheumatic disease: 0.5-1 g daily in 1-2 divided
doses.
• Pain and inflammation in musculoskeletal disorders / dysmenorrhea:
initially 500 mg, then 250 mg every 6-8 hours as required, maximum dose
after the first day 1.25 g daily.
• Acute gout: initially 750 mg then 250 mg every 8 hours until attack has
passed.","Diarrhea (withdraw treatment), rashes (withdraw
treatment), stomatitis, fatigue, paresthesia, aplastic anemia, glucose
intolerance, thrombocytopenia.",
PARACETAMOL," Pediatric oral solution: 150 mg/ml in a suitable
flavored vehicle; Oral suspension: 125mg/5ml, tablet 500 mg; Injection: 150
mg/ml; Rectal suppositories: 120, 325, 650 mg; Infusion: 1000mg/100ml.","Mild to moderate pain or fever, arthralgia, dental pain,
dysmenorrhea, headache, myalgia, osteoarthritis."," Hypersensitivity, pregnancy B and C,
breastfeeding, geriatric patients, anemia, renal/hepatic disease, chronic
alcoholism. May cause hepatic toxicity at doses 0.4 g/day with chronic use,","• Mild to moderate pain /pyrexia: adult-oral-0.5–1 g every 4-6 hours,
maximum 4 g per day, by IV - adult (body-weight 10–50 kg): 15 mg/kg every
4–6 hours, dose to be administered over 15 minutes, maximum 60 mg/kg
per day, adult (body-weight 50 kg and above): 1 g every 4-6 hours, dose to
be administered over 15 minutes, maximum 4 g per day, by rectum-adult0.5-1 g every 4–6 hours, maximum 4 g per day.
• Mild to moderate pain in patients with risk factors for hepatotoxicity: by
IV- adult (body-weight 50 kg and above): 1 g every 4-6 hours, dose to be
administered over 15 minutes, maximum 3 g per day.
• Pain/ pyrexia with discomfort: oral-children -10-15 mg/kg/dose every 4-6
hours and do not exceed more than 5 doses.","General side-effects: See under diclofenac, specific sideeffects: with oral use- nausea; with rectal use- suppositories may cause
occasional bleeding and rectal irritation",
PIROXICAM,"Orodispersible tablet: 20 mg; Capsule: 10 mg,
20 mg; Gel: 0.5%","Rheumatoid arthritis, juvenile rheumatoid arthritis,
osteoarthritis, ankylosing spondylitis, musculoskeletal conditions.","Inflammatory bowel disease. Increase risk
of asthma, cardiac disease, CHF, hepatic and renal impairment, HTN. For
topical preparations apply with gentle massage only. Piroxicam orodispersible
tablets can be taken by placing on the tongue and allowing to dissolve or by
swallowing.","• Rheumatoid arthritis/Osteoarthritis/Ankylosing spondylitis: Up to 20 mg
once daily.
• Pain relief in musculoskeletal conditions / treatment in knee or hand
osteoarthritis (adjunct)to the skin: apply 3-4 times a day, 0.5% gel to be
applied, review treatment after 4 weeks.","Indigestion, upper respiratory infection, headache,
diarrhea, nausea, abdominal pain, edema, anemia, dizziness. With topical
use-photosensitivity, rash (discontinue use if develops).
",
CELECOXIB,"Capsules: 50, 100, 200 and 400 mg","Acute pain and primary dysmenorrhoea, ankylosing spondylitis,
osteoarthritis, rheumatoid arthritis","Aspirin allergy, chronic hepatitis,
perioperative pain resulting from coronary artery bypass graft surgery.
Congestive heart failure, hypertension, asthma, bleeding disorder,
bronchospasm, duodenal/gastric/peptic ulcer, renal impairment, pregnancy
category C and D, lactation. Increased risk of adverse cardiovascular events
and skin reactions, risk of gastro-intestinal bleeding, ulceration, perforation.","• Acute pain and primary dysmenorrhoea: initially 400 mg oral then 200 mg
as required;
• Ankylosing spondylitis: 200 mg/day up to 400 mg/day;
• Osteoarthritis: 200 mg/day,
• Rheumatoid arthritis: 100-200mg/day.","Headache, hypertension, fever, dyspepsia, flatulence,
peripheral oedema, pharyngitis.",
ETORICOXIB,"Tablets: 30 mg, 60 mg, 90 mg and 120 mg","Ankylosing spondylitis, osteoarthritis, rheumatoid arthritis,
acute gout.","Hypersensitivity, active GI ulceration or
bleeding, inflammatory bowel disease, heart failure, ischaemic heart disease,
peripheral arterial disease, cerebrovascular disease, uncontrolled HTN,
history of bronchospasm, acute rhinitis, nasal polyps, children, lactation.
Renal and hepatic impairment. ","• Osteoarthritis: 30 mg once daily increased to 60 mg once daily; 
• Rheumatoid arthritis & ankylosing spondylitis: 90 mg once daily; 
• Acute gout: 120 mg once daily, max duration- 8 days.","Stevens-Johnson syndrome, exfoliative dermatitis and
toxic epidermal necrolysis, upper GI ulceration, perforation and bleeding,
alveolar osteitis, oedema/fluid retention, dizziness, headache, palpitations,
arrhythmia, HTN, asthenia/fatigue, flu-like disease, bronchospasm,
ecchymosis, increased ALT and AST.",
DIACEREIN,Tablet: 50 mg,Osteoarthritis.,"Pregnancy category B, lactation,
hypersensitivity to anthraquinone derivatives. Hepatic and renal impairment.
Monitor CBC, LFT and urinalysis every 6 month.",Oral -50mg twice daily,"Diarrhea, pain abdomen, nausea, vomiting, intense yellow
coloring of urine",
ALENDRONATE,"Tablet: 5 mg, 10 mg, 35 mg, 40 mg, 70 mg"," Osteoporosis, Paget’s disease","Hypersensitivity, hypocalcaemia,
oesophageal stricture or achalasia. If allergy to bisphosphonate oesophageal
narrowing/blockage, low blood Ca2+ level, serum kidney problem. Pregnancy,
breastfeed, taking herbal preparation, dietary supplements."," 5-10 mg OD, 35-70 mg weekly","Heart burn, gastric erosion, retrosternal pain, flatulence,
headache, body ache, fall in serum Ca2+level.
",
ETIDRONATE,"Tablet: 200 mg, 400 mg","Paget’s disease, total hip replacement, spinal cord injury,
prevention of PTH-induced bone resorption, myositis ossificans.","Osteomalacia, hypersensitivity,
oesophagus stricture and achalasia, Enterocolitis, renal impairment, GI
irritation, esophagitis, oesophageal ulcer and erosion.","• Paget’s disease: oral- 5-10 mg/kg qday not to exceed 6 months;
• Total hip replacement: oral- 20 mg/kg qday one month pre- and three
months post-surgery (4 months total).","Convulsion, fever, hypocalcaemia, hypomagnesemia,
hypophosphatemia, bone pain, abnormal renal function.",
IBANDRONATE,"Tablet: 150 mg; Prefilled syringe: 1 mg/ml","Treatment and prevention osteoporosis in postmenopausal
women.","Hypersensitivity, uncorrected
hypocalcaemia, oesophageal achalasia and stricture, pregnancy, lactation,
esophagitis, dysphagia, oesophageal ulcer, renal impairment. Adequate
intake of calcium and vitamin D is recommended","Oral: 150 mg every month or 3 mg IV every 3 months
administered over 15-30 seconds.","URI, back pain, dyspepsia, bronchitis, asthenia, diarrhoea,
dizziness, myalgia tooth disorder, UTI.",
PAMIDRONATE,"Powder: 30 mg; Injection: 3 mg/ml, 6 mg/ml,
9 mg/ml","Prevention of androgen deprivation induced osteoporosis,
hypercalcemia of malignancy, Paget’s disease, osteolytic bone metastasis of
breast cancer, multiple myeloma","Pregnancy category D, lactation,
hypersensitivity. Renal impairment, electrolyte abnormalities,
myelosuppression.","• Hypercalcemia of malignancy: 90 mg single dose IV infusion over 2-24
hours;
• Paget’s disease: 30 mg IV infusion over 4 hours qday for 3 consecutive days;
• Osteolytic bone metastases of breast cancer and multiple myeloma: 90 mg
IV infusion over 4 hours qmonth.
","Anaemia, UTI, hypokalaemia, hypophosphatemia,
hypocalcaemia, hypomagnesemia, seizure, HTN, osteonecrosis",
RISEDRONATE,"Tablet: 5 mg, 30 mg, 35 mg, 150mg; Delayed
release tablet: 35 mg"," Postmenopausal osteoporosis, glucocorticoid-induced
osteoporosis, Paget’s disease, osteoporosis in men, osteogenesis imperfecta
(orphan).","Hypersensitivity, angioedema, generalized
rash, bullous skin reactions, Stevens-Johnson syndrome, toxic epidermal
necrolysis, hypocalcemia, esophagus stricture and achalasia, dysphagia,
esophagitis, esophageal or gastric ulcer, osteonecrosis of the jaw.","• Postmenopausal osteoporosis: oral -5 mg once daily or 35 mg once weekly
or 150 mg once monthly;
• Glucocorticoid-induced osteoporosis: oral- 5 mg/day;
• Paget’s disease: oral- 30 mg/day for 2 months.","Arthralgia, diarrhea, headache, nausea, constipation, rash,
abdominal pain, hypertension, dyspepsia, flulike syndrome, depression, chest
pain, dizziness, pharyngitis, rhinitis, prostatic hyperplasia, hypocalcemia,
dyspnea, gastritis, nephrolithiasis, hypophosphatemia, arrhythmia.
",
BACLOFEN,"Tablet: 10 mg, 20 mg; Oral solution: 1 mg/ml.","Pain of muscle spasm in palliative care, hiccup due to gastric
distension in palliative care, chronic severe spasticity resulting from disorders
such as multiple sclerosis or traumatic partial section of spinal cord, severe
chronic spasticity unresponsive to oral anti-spastic drugs.","Active peptic ulceration, pregnancy
category C, breastfeeding, geriatric patients, peptic ulcer disease, renal/
hepatic disease, stroke, seizure disorder, diabetes mellitus.","• Pain of muscle spasm in palliative care: oral- 5–10 mg three times a day;
• Hiccup due to gastric distension in palliative care: oral- 5 mg twice daily;
• Chronic severe spasticity resulting from disorders such as multiple sclerosis
or traumatic partial section of spinal cord: oral- initially 5 mg 3 times a
day gradually increased, maintenance up to 60 mg daily in divided doses,
review treatment if no benefit within 6 weeks of achieving maximum dose,
maximum 100 mg per day;
• Severe chronic spasticity unresponsive to oral anti-spastic drugs (or where
side-effects of oral therapy unacceptable) or as alternative to ablative
neurosurgical procedures (specialist use only): intrathecal injection- test
dose 25–50 micrograms to be given over at least 1 minute via catheter or
lumbar puncture then increased in steps of 25 micrograms (max. per dose
100 micrograms) not given more often than every 24 hours to determine
appropriate dose then dose titration phase most often using infusion
pump (implanted into chest wall or abdominal wall tissues) to establish
maintenance dose (ranging from 12 micrograms to 2 mg daily for spasticity
of spinal origin or 22 micrograms to 1.4 mg daily for spasticity of cerebral
origin) retaining some spasticity to avoid sensation of paralysis","Agitation, anxiety, ataxia, cardiovascular depression,
confusion, depression, dizziness, drowsiness, dry mouth, euphoria,
gastrointestinal disturbances, hallucinations, headache, hyperhidrosis,
hypotension, insomnia myalgia, nightmares, rash respiratory depression,
sedation, seizure, tremor, urinary disturbances, visual disorders.",
TIZANIDINE,"Tablet: 2 mg, 4 mg","Spasticity associated with multiple sclerosis or spinal cord
injury or disease","Pregnancy category C, breastfeeding,
elderly, children, geriatric patients, hypotension, renal/hepatic disease.
Monitor liver function monthly for first four months and in those who
develop unexplained nausea, anorexia or fatigue","Spasticity associated with multiple sclerosis or spinal cord
injury or disease: Initially 2 mg for 1 dose, then increased in steps of 2 mg/24
hours every 3–4 days in divided doses, adjusted according to response, usual
dose up to 24 mg daily in 3–4 divided doses, maximum 36 mg per day.","Somnolence, dizziness, speech disorder, dyskinesia,
nervousness, hallucination, psychosis, hypotension, bradycardia, dry mouth,
vomiting, increased ALT, abnormal LFTs, constipation, blurred vision, urinary
frequency, pharyngitis, rhinitis, tremor, rash, muscle weakness.",
BECLOMETHASONE,"Aerosol inhaler: 50 µg, 100 µg and 200 µg per
metered dose","Prophylaxis of bronchial asthma, prophylaxis and treatment of
allergic rhinitis","It may cause oral candidiasis. Also see
under respiratory system",,"Bronchospasm and wheezing, rash, Candida infections in
mouth or throat",
CORTISONE ACETATE,Tablet: 5 mg and 25 mg,,,,"Oral, for replacement therapy, 25-37.5 mg in divided dose.",
DEXAMETHASONE,Tablet: 0.5 mg; Injection: 4 mg/ml,,Should be protected from light,"• Physiological replacement (oral): Adult: 0.03-0.15 mg/kg/day in 2-4 divided
doses; (parenteral)- 0.03-0.15 mg/kg/day IV or IM in 2-4 divided doses;
• As anti-inflammatory (oral): adult: 0.75-9mg/day in 2-4 divided doses,
children: 0.8-0.3 mg/ day in 2-4 divided doses; (parenteral)- adult: 0.75-
9 mg IM/IV in 2-4 divided doses, children: 0.8-0.3 mg/ day IM/IV in 2-4
divided doses;
• Adrenal crisis: 4-10 mg/day as single dose, repeat if required;
• Bacterial meningitis: children (>2 months): 0.6 mg/kg/day in 4 divided
doses on the first 4 days of treatment;
• Cerebral edema: 10 mg IV followed by 4 mg 6 hourly till condition improves","Oral, for replacement therapy, 25-37.5 mg in divided dose.",
FLUDROCORTISONE ACETATE,Tablet: 100 µg,: Mineralocorticoid replacement in adrenocortical insufficiency,,"Adrenocortical insufficiency: adult 50-300 µg daily; child
5 micrograms/kg daily",,
METHYLPREDNISOLONE,"Tablet: 4 mg, 8 mg and 16 mg; Injection: 250
mg/vial"," Cushingoid side effects more likely with
doses above 7.5 mg daily; should be protected from light",,"Oral: 2-40 mg daily; IM injection or slow IV injection or
infusion: initially 100-500 mg",,
INSULIN ASPART,Injectable solution: 100 units/ml,Diabetes mellitus,"Can be given during pregnancy and
breastfeeding. Should be taken before meal or immediately after meal","By SC injection, immediately before meals or when
necessary shortly after meals, according to requirements; By IV injection or
infusion according to requirements",,
ACARBOSE,Tablet: 50 mg,Type 2 diabetes mellitus,"<18 years age, pregnancy, breast-feeding,
hepatic impairment and severe renal impairment. 
","Initially 50 mg/day, increased to 50 mg 3 times daily then
increased if necessary after 6-8 weeks to 100 mg 3 times daily; maximum 200
mg 3 times daily","Abdominal pain, flatulence, diarrhoea, jaundice","Used with caution with insulin and
sulphonylureas (enhance hypoglycaemia)"
METFORMIN,"Tablet: 500 mg, 850 mg, 1000 mg","Type 2 diabetes mellitus, gestational diabetes, polycystic
ovarian syndrome","Renal impairment, hepatic impairment,
recent myocardial infarction, pregnancy, chronic alcoholics, ketoacidosis,
general anaesthesia. Suspend metformin on the morning of surgery and
restart when baseline returns to normal","Adult and child over 10 years, initially 500 mg with
breakfast for at least 1 week then 500 mg every 12 hours with or after food
for at least 1 week, maximum 2 g daily in divided doses","Anorexia, nausea, vomiting, diarrhoea, metallic taste,
abdominal discomfort, vitamin B12 deficiency, and hepatitis and lactic
acidosis (rarely)",
SITAGLIPTIN,"Tablets: 25 mg, 50 mg and 100 mg",Type 2 diabetes mellitus,"Hypersensitivity. Pregnancy Category B",Oral: 100 mg/day,"Hypoglycemia, acute pancreatitis, acute kidney injury,
bundle branch block, exfoliative dermatitis. May develop arthralgia, bullous
pemphigoid, pancreatitis, hypersensitivity reactions.",
REPAGLINIDE,"Tablet: 500 µg, 1 mg and 2 mg",Type 2 diabetes mellitus,"Avoid during ketoacidosis, pregnancy,
breast-feeding, severe hepatic impairment. Myocardial infarction, infection,
coma, during surgery, renal impairment; child and adolescent under 18 years
not recommended. Substitute by insulin during peri-operative period and
during intercurrent illness such as MI, coma, infection; use cautiously in renal
impairment and liver impairment;","Initially 500 µg within 30 minutes before main meals,
adjusted according to response at intervals of 1-2 weeks","Hypoglycaemia, diarrhoea, constipation, abdominal pain,
nausea, vomiting, pruritus, urticaria, vasculitis, visual disturbances",
CHLORPROPAMIDE,Tablet: 250 mg,Type 2 diabetes mellitus,"Patients with ketoacidosis, diabetic coma,
severe infection, severe impairment of kidney or liver function. Safety of drug
during pregnancy and breast-feeding has not been established","Initially 250 mg/day, adjusted according to response,
maximum 500 mg daily taken with breakfast or meal","Hypoglycaemia, nausea, vomiting, diarrhoea and disulfiram
like reaction with alcohol. The antidiuretic action may result in the symptoms
and signs of water intoxication (mental confusion, decreased sodium
concentration, dizziness etc.)",
GLIBENCLAMIDE, Tablet: 2.5 mg and 5 mg,Type 2 diabetes mellitus,"Patients with ketoacidosis, diabetic coma,
severe infection, severe impairment of kidney or liver function. Safety of drug
during pregnancy and breast-feeding has not been established","Initially 5 mg/day (elderly patient 2.5 mg), adjusted
according to response; maximum 15 mg daily; taken with breakfast or meal","Hypoglycaemia, nausea, vomiting, photosensitivity,
hyponatremia, diarrhoea, constipation, weight gain. Neonatal hypoglycaemia
when used by pregnant mother during first trimester.",
GLICLAZIDE,Tablet: 80 mg,Type 2 diabetes mellitus,Acute porphyria," Initially 40-80 mg daily, adjusted according to response;
up to 160 mg as a single dose with breakfast or meal; higher doses divided;
maximum 320 mg daily.","Hypoglycaemia, nausea, vomiting, photosensitivity,
hyponatremia, diarrhoea, constipation, weight gain. Neonatal hypoglycaemia
when used by pregnant mother during first trimester.",
GLIMEPERIDE,"Tablet: 1 mg, 2 mg, 3 mg and 4 mg",Type 2 diabetes mellitus.,"Porphyria (but comparatively safer than
other sulphonylureas); hepatic impairment; ketoacidosis","Initially 1 mg daily, max up to 4 mg daily","Hypoglycaemia, nausea, vomiting, photosensitivity,
hyponatremia, diarrhoea, constipation, weight gain. Neonatal hypoglycaemia
when used by pregnant mother during first trimester.",
GLIPIZIDE,Tablet: 5 mg,Type 2 diabetes mellitus,Acute porphyrias. ,"Initially 2.5-5 mg daily, adjusted according to response;
maximum 20 mg daily, up to 15 mg may be given as a single dose before
breakfast or meal; higher doses divided. To be ingested 30 min before
breakfast because food decreases its absorption.","Dizziness, drowsiness, hyponatremia, hepatic impairment,
renal impairment",
PIOGLITAZONE,Tablet: 15 mg and 30 mg ,Type 2 diabetes mellitus.,"Avoid during ketoacidosis, pregnancy,
breast-feeding, hepatic impairment, cardiac failure, previous or active
bladder cancer, uninvestigated macroscopic hematuria. Substitute insulin
during peri-operative period; Risk of bladder cancer so patient should be
asked to immediately report if hematuria or any urinary symptoms occur",": Initially 15-30 mg/day, increased to 45 mg/day according
to response","Anemia, arthralgia, dizziness, gastro-intestinal
disturbances, hematuria, headache, peripheral edema, weight gain,
impotence, hypoaesthesia",
LEVOTHYROXINE (L-THYROXINE),Tablet: 100 µg,"Cretinism, adult hypothyroidism, myxoedema coma, non toxic
goitre, papillary carcinoma of thyroid after surgery","Angina pectoris and other cardiovascular
disorders, diabetes milletus, hypertension; pregnancy, breast-feeding.
Should be protected from light.","Initially up to 50-100 µg/day (preferably before morning
meal or breakfast), 25-50 µg in elderly patients or those with cardiac disease,
increased by 50 µg at intervals of at least 3-4 weeks; neonate (up to 1
month)- 5-10 µg/kg/day; child (over 1 month)- initially 5 µg/kg, adjusted in
steps of 25 µg every 2-4 weeks until mild toxic symptoms appear then reduce
dose slightly","Palpitation, tachycardia, diarrhoea, cardiac arrhythmias,
tremor, weight loss, sweating, insomnia, angina pain and increased appetite. ",
CARBIMAZOLE,Tablet: 5 mg,"Hyperthyroidism, first episode in patient <40 years, control
thyrotoxicosis in both Grave’s disease and toxic nodular goitre, preoperatively to make euthyroid state, along with radioactive iodine (given after
5 to 7 days and withdrawn till response develops), thyroid storm","Hypersensitivity, pregnancy, breastfeeding, liver disorders","15-40 mg daily in divided doses, until patient becomes
euthyroid (usually 4-8 weeks), then reduced to a maintenance dose of 5-15
mg for 12-18 months","Major side effects- hepatitis, SLE like syndrome. Most
serious-agranulocytosis but reversible; hypothyroidism and goitre may occur
due to over treatment but is reversible once stopped. GI Intolerance, skin
rashes, urticaria, joint pain, loss of hair, loss of taste, fever",
PROPYLTHIOURACIL,Tablet: 50mg,,"200-400 mg daily and maintained on this dose until
the patient becomes euthyroid, the dose may then be gradually reduced to
maintenance of 50 to 150 mg daily","May cause thrombocytopenia, aplastic anaemia,
hypoprothrombinaemia and bleeding. Also see under carbimazole.",,
SODIUM ALDRONATE,"Tablet: 5 mg, 10 mg, 35 mg and 70 mg","Prevention and treatment of post-menopausal osteoporosis,
osteoporosis in men, prevention and treatment of corticosteroid-induced
osteoporosis","Avoid in pregnancy, breast-feeding,
stricture or achalasia of oesophagus. Use caution in patients with history of
ulcers, active gastro-intestinal bleeding, renal impairment, gastritis","• Prevention of post-menopausal osteoporosis: 5 mg daily; Treatment of
post-menopausal osteoporosis and osteoporosis in men, 10 mg daily or (in
post-menopausal osteoporosis) 70 mg once weekly
• Prevention and treatment of corticosteroid-induced osteoporosis: 5
mg daily (post-menopausal woman not receiving hormone replacement
therapy, 10 mg daily)","Oesophageal reactions (oesophagitis, oesophageal ulcers,
oesophageal stricture and oesophageal erosions), dyspepsia, abdominal pain
and distension, regurgitation, diarrhoea or constipation, melaena, headache,
peptic ulceration, severe skin reactions including Stevens-Johnson syndrome",
ORLISTAT,Capsule: 120 mg,"Obesity management (Body mass index >30 kg/m2
 or >27 kg/m2
in the presence of other risk factors- hypertension, diabetes, dyslipidaemia)","Avoid during pregnancy (category
X), chronic malabsorption syndrome, cholestasis, hepatotoxicity, renal
impairment, dysglycaemia. Fat soluble vitamin supplementation ≥2hrs before
or after administering orlistat","Obesity management: 120 mg 3 times daily with each
main meal containing fat (during or up to 1 hour after the meal), omit dose if
meal is occasionally missed or contains no fat.","Oily rectal leakage, abdominal distress/pain, flatulence
with discharge, bowel urgency, steatorrhea, oily evacuation, frequent bowel
movements, nausea, faecal incontinence, infectious diarrhoea, rectal pain,
gingival disease, cholelithiasis, pancreatitis, acute renal failure, calcium
oxalate nephrolithiasis",
NIMESULIDE,"Tablets: Adult:100mg , Children: 5mg/kg of bodyweight","Acute pain,Osteoarthritic pain,Dysmenorrhea primary",,,"Acid or sour stomach
Dizziness
Diarrhoea
Blood clotting problems
Stomach pain and cramps
Skin infection",
PHENYTOIN,"Capsule: 100mg ; Oral suspension: 100mg/5ml;
Tablet: 100mg","All forms of epilepsy (except absence seizures, myoclonic
seizure and drug induced), trigeminal neuralgia.","Hypersensitivity, alcohol intolerance,
myoclonic seizure. It has a wide pharmacokinetic variability; needs
therapeutic drug level monitoring. Monitor closely for notable changes in
behavior that could indicate the emergence or worsening of suicidal thoughts
or behavior or depression. Tell patients about hypersensitivity syndrome.
Monitor for gingival hypertrophy.","By mouth, initially 3-4 mg/kg daily or 150-300mg daily (as
a single dose or 2 divided doses) increased gradually as necessary (plasma
monitoring); usual dose 200-500 mg daily; child 4-8 mg/kg daily (1 or 2
doses); By slow IV injection (with blood pressure and ECG monitoring) for
status epilepticus, 15mg/kg at a rate not exceeding 50mg per minute, as a
loading dose. Maintenance doses of about 100mg should be given thereafter
at intervals of every 6-8 hours, monitored by measurement of plasma
concentration; rate and dose reduced according to weight. Child: 15mg/kg as
a loading dose. Not recommended by IM injection.","Suicidal thoughts, agranulocytosis, aplastic anemia,
Stevens-Johnson syndrome; gingival hyperplasia, acne, hirsutism and skin
rash at therapeutic level; nystagmus, ataxia, diplopia, sedation, nausea and
vomiting occur at high plasma leve",
TOPIRAMATE,"Tablets: 25 mg, 50 mg, 100 mg, 200 mg;
Capsules: 15 mg, 25 mg, 50 mg.","Monotherapy of generalized tonic-clonic seizures or focal
seizures with or without secondary generalization, adjunctive treatment of
generalized tonic-clonic seizures or focal seizures with or without secondary
generalization, adjunctive treatment for seizures associated with LennoxGastaut syndrome, migraine prophylaxis, substance dependence.","Acute porphyrias. Risk of metabolic
acidosis, risk of nephrolithiasis; ensure adequate hydration",,"CNS symptoms: anxiety, agitation, cognitive impairment,
depression, drowsiness, dizziness, sleep disturbance, visual disturbances,
seizures, GI distress, arthralgia, myalgia, pruritus, paraesthesia, speech
disorder, etc.",
VALPROIC ACID,Tablet: 200mg,"All forms of epilepsy, bipolar affective disorder","Hypersensitivity, hepatic impairment.
Pregnancy Category D. Hepatic function tests should be performed before
treatment and every 2 months for the first six months.
","By mouth-initially, 600 mg daily in divided doses,
preferably after food, increasing by 200 mg/day at 3 days intervals to a
maximum of 2.5 g daily in divided doses, usual maintenance 1-2 g daily (20-
30 mg/kg daily); Child up to 20 kg (about 4 years), initially 20 mg/kg daily in
divided doses, may be increased provided plasma concentration monitored;
over 20 kg, initially 400 mg daily in divided doses increased gradually to 20-
30 mg/kg daily; maximum 35 mg/kg daily. By IV injection (over 3-5 minutes)
or by IV infusion, continuation of valproate treatment when oral therapy not
possible, same as current dose by oral route. Initiation of valproate therapy
when oral valproate not possible by IV injection (over 3-5 minutes), 400- 800
mg (up to 10 mg/kg) followed by IV infusion up to maximum 2.5 g daily; Child,
usually 20-30 mg/kg daily","Suicidal thoughts, agitation, dizziness, headache, insomnia,
sedation, confusion, visual disturbance, tremor, nausea and gastric irritation,
weight gain, increased appetite, thrombocytopenia, transient hair loss,
oedema, drug induced hepatitis, sedation and drowsiness",
AMANTADINE,Capsule: 100mg,"Parkinsonism, post-herpetic neuralgia","Hypersensitivity, breast-feeding,
pregnancy, children. In patients with cardiac, hepatic and renal disease and
history of seizures. Watch patient for confusion, mottling of skin, bowel
pattern before or during treatment.","100mg daily increased after 1 week to 100mg twice daily,
max. 400mg daily in divided doses.","Restlessness, depression, irritability, insomnia, excitement,
agitation and confusion, livedo reticularis, peripheral edema and postural
hypotension.",
