RASAGILINE,Tablet: 1 mg,"Parkinson’s disease, used alone or as adjunct for ’end-of-dose’
fluctuations","Avoid in moderate to severe hepatic
impairment. Pregnancy, breast feeding, mild hepatic impairment. Avoid
abrupt withdrawal","Oral, adult: 1 mg daily","Anorexia, weight loss, dyspepsia, flatulence, constipation,
headache, vertigo, abnormal dreams, hallucinations, depression, angina",
ROPINIROLE,"Tablets: 250 microgram, 500 microgram, 1 mg,
2 mg, 4 g, 5 mg, 8 mg","Parkinson’s disease, either used alone or as adjunct","Breast feeding: may suppress lactation.
In elderly, in patients with major psychotic disorders, severe cardiovascular
diseases (risk of hypotension, monitor blood pressure). Avoid in pregnancy
unless potential benefit outweighs risk (toxicity in animal studies). Avoid
in patients with renal impairment, hepatic impairment. Monitor patient for
impulsive behavior. ",,"Abdominal pain, dyspepsia, nausea, vomiting, constipation,
fatigue, gastro-oesophageal reflux, hypotension, peripheral oedema,
syncope, dizziness, drowsiness, sudden onset sleep, nervousness, dyskinesia,
confusion, hallucinations. Impulse control disorders: pathological gambling,
binge eating, hypersexuality.",
SELEGILINE HYDROCHLORIDE,"Tablets: 5 mg, 10 mg; oral lyophilisates: 1.25 mg","Parkinson’s disease, used alone or as adjunct ","Active duodenal or gastric ulceration, avoid
in postural hypotension (when used in combination with levodopa). Avoid in
patients with angina, arrhythmias, acute porphyrias, duodenal ulceration,
gastric ulceration, history of hepatic dysfunction, patients predisposed to
confusion and psychosis, uncontrolled hypertension. Avoid in pregnancy
and lactation. Caution in patients with renal and hepatic impairment. Oral
lyophilisates should be placed on the tongue and allowed to dissolve. ","Immediate-release tablets, adult: Initially 5 mg once daily
for 2–4 weeks, then increased if tolerated to 10 mg daily, dose to be taken
in the morning. Oral lyophilisate, adult: 1.25 mg once daily, dose to be taken
before breakfast. Dose equivalence and conversion: 1.25 mg oral lyophilisate
is equivalent to 10 mg tablet (dosage form interchangeable)","Arthralgia, myalgia, movement disorders, tremor, impaired
balance; Bradycardia, hypotension, hypertension, angina, palpitations;
Headache, confusion, depression, dizziness, fatigue, sweating, anxiety;
Nausea, constipation, diarrhea, dry mouth, mouth ulcers, stomatitis; Hair
loss, nasal congestion, psychosis, sleeping disorders.",
TRIHEXYPHENIDYL HYDROCHLORIDE (BENZHEXOL),Tablet: 2mg,"Drug induced parkinsonism; modest improvement in tremor and
rigidity but no effect on bradykinesia","Hypersensitivity, angle-closure glaucoma.
Caution in patient with conditions in which anti-cholinergic effects are
undesirable. Not recommended in children. Monitor fluid intake and urine
output ratio: retention commonly causes decreased urine output, distention.","1 mg daily, gradually increased, usual maintenance dose
5-15mg daily in 3-4 divided doses","Drowsiness, confusion, atropine like effects (dry mouth,
constipation, impaired vision and urinary retention)
Patient information: Take plenty of fluids and bulk forming food. Monitor
urine output. ",
ALUMINIUM HYDROXIDE,"Oral suspension: Aluminium hydroxide 250 mg/5 ml and Magnesium hydroxide 250 mg/5 ml; Tablets/Gel: may contain simethicone, and some contain algenic acid",Ulcer and non ulcer dyspepsia; gastro-oesophageal reflux.,"Hypophosphatemia, undiagnosed GI or rectal bleeding, appendicitis, porphyria, renal impairment (aluminium may accumulate), constipation, hepatic impairment, dehydration.",Tablets: 1-2 tablets chewed 4 times a day and at bed time or as required; Suspension: 5-10 ml 4 times daily between meals and at bedtime; Children (6-12 years): up to 5 ml 3 times daily,"Constipation, haemorrhoids, fissures, faecal impaction","Decreases absorption of digoxin, azithromycin, ciprofloxacin, norfloxacin, rifampicin, tetracycline, isoniazid Patient information: Take with water to decrease constipation"
MAGNESIUM HYDROXIDE,"Oral suspension: Aluminium hydroxide 250 mg/5 ml and Magnesium hydroxide 250 mg/5 ml; Tablets/Gel: may contain simethicone, and some contain algenic acid","Ulcer and non ulcer dyspepsia, gastro-oesophageal reflux","Severe renal impairment, renal impairment, hepatic impairment.","250-500 mg, per oral 3-4 times a day","Diarrhoea in renal impairment, respiratory depression, hypotension, loss of tendon reflexes, cardiac arrest",Decrease absorption of other drugs Patient information: Do not take this medicine within 2 hours of taking other medicines (especially flouroquinolones); causes diarrhoea
ATROPINE SULPHATE,Injection: 0.6 mg/ml,"Gastrointestinal spasm, renal colic, anesthetic premedication, OP poisoning","Avoid in case of angle closure glaucoma, hypersensitivity, tachycardia secondary to cardiac insufficiency or thyrotoxicosis. Use in pregnancy only when potential benefits justify possible risk to fetus.",,"Premedication: intravenous injection, 200-600 micrograms immediately before induction of anesthesia and in incremental doses of 100 micrograms for the treatment of bradycardia; intramuscular injection, 300-600 micrograms 30-60 minutes before induction; child 20 micrograms/kg; For control of muscarinic side effects of neostigmine: in reversal of competitive neuromuscular block, by intravenous injection, 0.6-1.2 mg; Bradycardia: particularly complicated by hypotension after myocardial infarction, intravenous injection of 300 micrograms, increasing to 1 mg if necessary; Antidote to organophosphorous poisoning: by intramuscular or intravenous injection, 1 to 2 mg, repeated in 20-30 minutes as soon as cyanosis has cleared","Anticholinergic effect is more pronounced with tricyclic antidepressants, amantidine, antiparkinsonism agents; decreases the absorption of ketoconazole, levodopa; antacids decrease the effect of atropine Patient information: Do not perform strenuous activity in high temperatures, heat stroke may occur; do not perform tasks requiring motor co-ordination and alertness (e.g. driving)"
DROTAVERINE,"Tablet: 10 mg, 40 mg and 80 mg; Injection: 20 mg/ml","Gastrointestinal colicky pain, renal colic, 1st stage of labour (dilation of cervical opening)","Paralytic ileus (or about to undergo surgery), gall bladder disease, diabetes, depression, ulcerative colitis, heart disease, liver disease, kidney disease",40-80 mg 3 times per day,"Nausea, vomiting, fainting, dry mouth",
FLAVOXATE HYDROCHLORIDE,Tablet: 100 mg and 200 mg,"Increased urinary frequency and incontinence, bladder spasms due to catheterization, urgency, dysuria","Obstructive uropathy, ileus, GI obstruction, GI bleeding, glaucoma",200 mg 3 times daily,"Same as in hyoscine, fatigue, vertigo",Can be taken without regard to food Patient information: Do not perform tasks requiring motor co-ordination/alertness (e.g. driving)
HYOSCINE BUTYL BROMIDE,Tablet: 10 mg and 20 mg; Injection: 20 mg/ml,"Symptomatic GI and pain to urinary spasm, irritable bowel syndrome, excessive respiratory secretion, bowel colic","Pregnancy, geriatric patient, hyperthyroidism, dysarrhythmias, ulcerative colitis, hypertension, renal disease, hepatic disease, urinary retention",10 mg 3 times a day; 4 to 20 mg 4 times a day,"Headache, confusion, dizziness, hallucination, palpitation, tachycardia, blurred vision, tachycardia, blurred vision, photophobia, cycloplegia, dry mouth, constipation, paralytic ileus",
MEBEVERINE HYDROCHLORIDE,Tablet: 135 mg; Suspension: 50 mg/5ml,"Irritable bowel syndrome, other spasmodic conditions",Paralytic ileus. To be taken 20 minutes before meal,135-150 mg 3 times a day to be taken 20 minutes before meal,"Allergic reaction, angioedema, urticaria, rash",
CIMETIDINE,Tablets: 200 mg and 400 mg; Injection: 100 mg/ml,"Benign duodenal and gastric ulcer, reflux oesophagitis, Zollinger–Ellison syndrome, GERD, stress ulcer","Hypersensitivity, pregnancy, impaired renal function, children<12 years. Sexual dysfunction in male (loss of libido, impotence, gynaecomastia)","Benign ulcer (oral): 400 mg twice daily followed by 800 mg once at night for 4 weeks, maintainence 400 mg at night; Child: 25-30 mg/kg; Infant: 20 mg/kg in divided doses; Injection(IM): 200 mg every 4-6 hrs, Injection(IM): 200 mg slowly over 2 minutes; IV infusion: 400 mg in 100 ml of normal saline over ½-1 hours, 50-100 mg/hour over 24 hrs for continuous infection","Headache, dizziness, myalgia, nausea, skin rash and diarrhoea or constipation, gynaecomastia, microsomal enzyme inhibition and hepatotoxicity are higher","Decreases absorption of sucralfate, decreased absorption by ketoconazole, itraconazole"
ESOMEPRAZOLE,Tablets: 20 mg and 40 mg; Injection: 40 ml/vial,"Benign gastric and duodenal ulcer, NSAID associated duodenal or gastric ulcer, duodenal or benign gastric ulcer associated with Helicobacter pylori, reflux oesophagitis, Zollinger–Ellison syndrome, stress ulcer","Hypersensitivity reaction, breast-feeding, patients with liver disease","Duodenal ulcer associated with H. pylori: 20 mg twice daily; NSAID associated GU: 20mg once daily for 4-8 weeks; for prophylaxis with increase rate of gastroduodenal complication who require continued NSAID treatment 20 mg daily GERD: 40 mg once daily for 4 weeks, continued for further 4 weeks if not fully healed or symptom persist, maintenance 20 mg daily","Nausea, vomiting, diarrhoea, abdominal colic, skin rash, headache and dizziness","Inhibits hepatic metabolism of diazepam, phenytoin, flurazepam, digoxin etc; increases the bleeding tendency with warfarin Patient information: Avoid alcohol, salicylates, NSAIDs; avoid excessive amounts of caffeine; report onset of black tarry stools, diarrhoea, abdominal pain"
FAMOTIDINE,Tablets: 20 mg and 40mg; Injection: 10 mg/ml,"Benign duodenal and gastric ulcer, reflux oesophagitis, Zollinger–Ellison syndrome, GERD, stress ulcer","Hypersensitivity, pregnancy, impaired renal function, children<12 years. Sexual dysfunction in male (loss of libido, impotence, gynaecomastia)","Benign ulcer: Oral 40 mg at night for 4-8 weeks, maintenance dose 20 mg at night; Reflux oesophagitis: 20-40 mg twice daily for 5-12 weeks; Zollinger–Ellison syndrome: 20 mg every 6 hours","Headache, dizziness, myalgia, nausea, skin rash and diarrhoea or constipation","Decreases absorption of sucralfate, decreased absorption by ketoconazole, itraconazole Patient information: Avoid alcohol, NSAIDs, extreme hot and spicy foods"
LANSOPRAZOLE,Capsule: 15 mg and 30 mg,"Benign gastric and duodenal ulcer, NSAID associated duodenal or gastric ulcer, duodenal or benign gastric ulcer associated with Helicobacter pylori, reflux oesophagitis, Zollinger–Ellison syndrome, stress ulcer","Hypersensitivity reaction, breast-feeding, patients with liver disease","Duodenal ulcer: 30 mg daily in morning for 4 week, maintenance 15 mg daily; Benign gastric ulcer: 30 mg daily in morning for 8 week; NSAID associated duodenal or gastric ulcer: 15-30 mg once daily for 4 weeks continued for further 4 weeks if not fully healed; Reflux oesophagitis: 30 mg daily in morning for 4 weeks, continued for further 4 weeks if not fully healed; Zollinger-Ellison syndrome: initially 60 mg once daily adjusted according to response, daily dose of 120 mg or more given in two divided doses; Reflux oesophagitis refractory to other treatment: 40 mg for 8 weeks","Nausea, vomiting, diarrhoea, abdominal colic, skin rash, headache and dizziness","Inhibits hepatic metabolism of diazepam, phenytoin, flurazepam, digoxin etc; increases the bleeding tendency with warfarin Patient information: Avoid alcohol, salicylates, NSAIDs; avoid excessive amounts of caffeine; report onset of black tarry stools, diarrhoea, abdominal pain"
OMEPRAZOLE,Capsule: 10 and 20mg,"Benign gastric and duodenal ulcer, NSAID associated duodenal or gastric ulcer, duodenal or benign gastric ulcer associated with Helicobacter pylori, reflux oesophagitis, Zollinger–Ellison syndrome, stress ulcer","Hypersensitivity reaction, breast-feeding, patients with liver disease",Adult: 20 mg/day for 4-8 week,"Nausea, vomiting, diarrhoea, abdominal colic, skin rash, headache and dizziness","Inhibits hepatic metabolism of diazepam, phenytoin, flurazepam, digoxin etc; increases the bleeding tendency with warfarin Patient information: Avoid alcohol, salicylates, NSAIDs; avoid excessive amounts of caffeine; report onset of black tarry stools, diarrhoea, abdominal pain"
PANTOPRAZOLE,Tablets: 20 and 40mg; Injection: 40 mg/vial,"Benign gastric and duodenal ulcer, NSAID associated duodenal or gastric ulcer, duodenal or benign gastric ulcer associated with Helicobacter pylori, reflux oesophagitis, Zollinger–Ellison syndrome, stress ulcer","Report severe diarrhoea, black tarry stools, abdominal pain, product may have to be discontinued. Hypersensitivity reaction, breast-feeding, patients with liver disease",Duodenal ulcer: 40 mg daily in the morning for 2 weeks; Benign gastric ulcer: 40mg daily in the morning for 2 weeks,"Nausea, vomiting, diarrhoea, abdominal colic, skin rash, headache and dizziness","Inhibits hepatic metabolism of diazepam, phenytoin, flurazepam, digoxin etc; increases the bleeding tendency with warfarin Patient information: Avoid alcohol, salicylates, NSAIDs; avoid excessive amounts of caffeine; report onset of black tarry stools, diarrhoea, abdominal pain"
RABEPRAZOLE,Tablet: 10 mg and 20 mg,"Benign gastric and duodenal ulcer, NSAID associated duodenal or gastric ulcer, duodenal or benign gastric ulcer associated with Helicobacter pylori, reflux oesophagitis, Zollinger–Ellison syndrome, stress ulcer","Hypersensitivity reaction, breast-feeding, patients with liver disease, children - not recommended","Benign gastric ulcer: 20 mg daily in the morning for 6 weeks, continued for further 6 weeks if not fully healed; Duodenal ulcer: 20 mg daily in the morning for 4 week continued for further 4 week if not fully healed; GERD: 20 mg once daily for 4-8 weeks, maintenance 10-20mg daily","Nausea, vomiting, diarrhoea, abdominal colic, skin rash, headache and dizziness","Inhibits hepatic metabolism of diazepam, phenytoin, flurazepam, digoxin etc; increases the bleeding tendency with warfarin Patient information: Avoid alcohol, salicylates, NSAIDs; avoid excessive amounts of caffeine; report onset of black tarry stools, diarrhoea, abdominal pain"
RANITIDINE,Tablets: 150 mg and 300 mg; Injection: 25 mg/ml,"Benign duodenal and gastric ulcer, reflux oesophagitis, Zollinger–Ellison syndrome, GERD, stress ulcer","Hypersensitivity, pregnancy, impaired renal function, children<12 years. Sexual dysfunction in male (loss of libido, impotence, gynaecomastia)","Benign ulcer: oral 150 mg twice daily, 300 mg at night for 4-8 weeks; Chronic episodic dyspepsia: 6 weeks; NSAID induced ulcer: for 8 weeks; Reflex oesophagitis: 150 mg twice daily, 300 mg at night for 8 weeks, or if necessary 12 weeks; Gastric acid reduction (Prophylaxis of acid aspiration in obstetric): oral – 150 mg at onset of labour, then every 6 hours; Surgical procedure: IM or slow IV injection, 50 mg 45-60 minutes before induction of anaesthesia, oral 150 mg 2 hours before induction of anaesthesia, IM 50 mg every 6-8 hours IV infusion, 25 mg/hour for 2 hours, repeated every 6-8 hours.","Headache, dizziness, myalgia, nausea, skin rash and diarrhoea or constipation","Decreases absorption of sucralfate, decreased absorption by ketoconazole, itraconazole"
SUCRALFATE,Tablet: 1 g,"Benign gastric and duodenal ulceration, chronic gastritis","Pregnancy, safety and efficacy of sucralfate in children have not been established","2 g twice daily (on rising and at bed time) for 4-6 week or in resistant case 12 weeks, morning 8 g daily; Prophylaxis of NSAIDs induced ulcer (suspension) 1 g 6 times daily (maximum 8 g daily)",,"Concomitant use with cimetidine, phenytoin, tetracyclines and fluoroquinolones result in reduction in bioavailability of these drugs. It should be taken at least 2 hours after administration of other drugs Patient information: Complete full course of treatment to ensure ulcer healing, increase fluid intake, dietary bulk and exercise to prevent constipation"
CYCLIZINE,Tablets: 25 mg and 50 mg,"Prevention and treatment of nausea, vomiting and vertigo associated with motion sickness","Asthma, glaucoma, emphysema, chronic pulmonary disease. Should not be concurrently used with sedatives, tranquilizers and anticholinergic medication","Motion sickness: 50 mg 30 minutes before traveling, can be repeated in 6 hours (up to 200 mg/day), 6-12 hours, 25 mg up to 3 times/day not to exceed 75 mg/day","Drowsiness, xerostomia, headache, dermatitis, urinary retention, diplopia Patient information: Avoid hazardous activities, activities requiring alertness because dizziness may occur; avoid alcohol, other CNS depressants; take 30 minutes before travelling",
DIMENHYDRINATE,Tablet: 50 mg; Injectable: 50 mg/ml,"Prevention of motion sickness, Meniere’s disease","Hypersensitivity, pregnancy and neonates, breast-feeding, seizures, angle closure glaucoma, benign enlargement of prostate. Masks early signs of ototoxicity if given consistently with ototoxic drugs","Prevention of motion sickness: 50-100 mg 4-6 hours or 30 minutes before traveling (not to exceed 400mg/day); Meniere’s disease: 50 mg intra-muscular for acute attack, 25-50 mg 8 hourly for maintenance","Paradoxical CNS stimulation (children & occasionally in adults), CNS depression, dizziness","Eluxadoline, sodium oxalate increases effects by pharmacodynamics synergism Patient information: Avoid hazardous activities, activities requiring alertness because dizziness may occur; avoid alcohol, other CNS depressants"
DOMPERIDONE,Tablet: 10 mg; Suspension: 1 mg/ml,"Antiemetic, gastrokinetic to accelerate gastric emptying, dyspepsia, GERD (Gastro esophageal reflux disease)","Obstruction to GIT, urinary outflow, paralytic ileus, comatose condition, hepatic and cardiovascular disease, glaucoma",Acute nausea and vomiting: 10-20 mg 6-8 hours (child 0.25-0.5 mg/kg); Functional dyspepsia: 10-20 mg 3 times daily before food for maximum of 12 hours,"Galactorrhoea, gynaecomastia, decreased libido, skin rashes",Anticholinergic drugs may reduce the therapeutic effects of domperidone Patient information: Avoid grapefruit juice during therapy
METOCLOPRAMIDE,Tablet: 10 mg; Injection: 5 mg/ml,"Nausea and vomiting in GI disorders and treatment with cytotoxic or radiotherapy, GERD, gastroparesis, premedication and post operatively","Gastro intestinal obstruction, haemorrhage or perforation, 3-4 days after GI surgery, pheochromocytoma, convulsive disorders, renal and hepatic impairment, elderly, children, pregnancy and breast feeding, Parkinson’s disease, epilepsy, depression, porphyria. Assess for extra-pyradimal side effects (difficulty in speaking, loss of balance, rigidity, tremor), signs of depression","Nausea and vomiting, GERD, Gastroparesis: Adult: 10 mg 3 times daily (children 2-5 mg/kg); Premedication: 10 mg single dose; Aid to gastrointestinal procedure: 10-20 mg as single dose 5-10 minutes before examination","Extrapyramidal symptoms (children and young adult), tardive dyskinesia on prolonged use, hyperprolactinemia, drowsiness, dizziness, restlessness, headache, neuroleptic malignant syndrome, rashes, pruritus, cardiac conduction abnormalities following IV administration","Alcohol, other CNS depressants increase sedation effects. haloperidol, phenothiazines increase risk for EPS Patient information: Avoid concurrent use of alcohol and other CNS depressants"
ONDANSETRON,"Injectable: 2 mg/ml; Tablet: 4 mg, 8 mg and 24 mg; Oral solution: 4 mg/5ml","Chemotherapy induced nausea and vomiting, post operative nausea and vomiting, radiation induced nausea and vomiting, uremic pruritus, rosacea, hyperemesis gravidarum","Hypersensitivity reactions, co-administration with apomorphine, pregnancy, breastfeeding, moderate to severe liver impairment; child below 4 years of age - safety and efficacy not established","Chemotherapy induced nausea and vomiting: moderate - 8 mg started 30 minutes prior, highly emetogenic 24 mg; IV - 0.15 mg/kg over 15 minutes, 30 minutes prior to chemotherapy then 4 and 8 hours; Postoperative nausea and vomiting : 4 mg IV/IM before anaesthesia as after procedures; Radiation induced nausea and vomiting: 8 mg PO 1-2 hours before radiation, subsequent doses every 8 hours; Cholestatic pruritus: 8 mg 12 hours or 8 hours for 7 days; Uremic pruritus: 8 mg 12 hours or 8 hours for 14 days, Child below 4 years of age: Safety and efficacy not established, can be given 0.1 mg/kg IV in postoperative nausea &vomiting","Headache, constipation, hiccups, flushing, transient visual disturbances, involuntary movements, dizziness, arrhythmia, hypotension Patient information: Report to health care professional immediately if symptoms of irregular heart beat or involuntary movement of eyes, face or limbs occur",
PROCHLORPERAZINE,Injection: 12.5 mg/ml; Tablets: 5 mg and 25 mg,"Postoperative nausea and vomiting, chemotherapy induced nausea and vomiting, vertigo, psychosis","Coma, hypersensitivity. Should be protected from light",Acute attack of vomiting: 20 mg initially then 10 mg after 2 hours; Prevention of nausea and vomiting: 5-10 mg 2-3 times daily (0.25 mg/kg); Labyrinthine disorders: 5 mg 3 times daily (up to 30 mg daily in divided doses),"Muscle dystonia and other extrapyramidal side effect, dry mouth, drowsiness","Increase serotonin syndrome, neuroleptic malignant syndrome with SSRIs, SNRIs Patient information: Avoid hazardous activities, activities requiring alertness, alcohol; not to double or skip doses; avoid sun, wear sunscreen, protective clothing"
PROMETHAZINE,"Tablets: 25 mg, 50 mg and 125 mg; Syrup: 6.25 mg/ml; Suppository: 25 mg, 50 mg and 125 mg; Injection: 25 and 50 mg/ml","Nausea, vomiting, motion sickness, pre-operative and post-operative sedation, obstetric sedation","Porphyria, child under 2 years (risk of respiratory depression), pregnancy. May cause photosensitivity","Nausea and vomiting: PO/PR 12.5-25 mg 4-6 hours, IV/IM 12.5-25 mg 4-6 hours; Motion sickness: 25 mg PO/PR 30-60 minutes before travel; Pre-operative sedation: 50 mg PO/PR on night before procedure; Post-operative: 25-50 mg IV/IM combined with reduced doses of analgesics; Allergic conditions: 25 mg at bedtime or 12.5 mg (PO/PR), 25 mg may be repeated in 2 hours (IV/IM)","Sedation, blurred vision, confusion, hallucination, disorientation, extrapyramidal symptoms","May potentiate the sedative action of opiates, other CNS depressants, antihistamines and alcohol Patient information: Avoid prolonged exposure to sunlight, avoid concurrent use of alcohol or other CNS depressants"
DIPHENOXYLATE,Tablet: 2.5 mg diphenoxylate and 0.025 mg atropine,"Acute diarrhoea, chronic mild ulcerative colitis","Children <4 years, hypersensitivity, hepatorenal disease, pregnancy, obstructive jaundice, abnormal liver function, diarrhoea, pseudomembranous colitis, pregnancy, breast feeding, hepatic disease, ulcerative colitis, hypertensive crisis","Initial dose for adults is 4 tablets, followed by 2 tablets every 6 hours until diarrhoea is controlled. Maintenance dose as low as ¼th of initial dose","Blurred vision, sedation, nausea, vomiting, abdominal discomfort, dryness of mouth, urinary retention","Antimuscarinics, opioids and analgesics, avoid in those with NAD inhibitors"
LOPERAMIDE,Tablet: 2 mg,"Acute nonspecific diarrhoea, chronic diarrhoea, faecal incontinence, pain of intestinal colic","Active ulcerative colitis, antibiotic associated colitis, condition where abdominal distention develops, condition where inhibition of peristalsis should be avoided. Hypersensitivity, bloody diarrhoea, high fever, infectious diarrhoea; pseudomembranous colitis, age<2 years. Patients in whom constipation must be avoided. Avoid use as primary therapy with acute dysentery. Discontinue if no improvement seen within 48 hours in patient with acute diarrhoea, symptoms worsen or abdominal swelling or bulging develops","Acute diarrhoea: Initially 4 mg, followed by 2 mg for up to 5 days; usual dose 6 to 8 mg daily; maximum 16 mg per day; Chronic diarrhoea: Initially 4 to 8 mg daily in divided doses; subsequently adjusted accordance to response, maintenance up to 16 mg daily in 2 divided doses","Dizziness, drowsiness, fatigue, flatulence, headache, nausea","Eluxadoline and fentanyl increase chance and severity of constipation Patient information: Do not take missed doses, do not double dose"
ORAL REHYDRATION SALTS,"Sachet: 2.6 g/l sodium chloride, 2.9 g/l sodium citrate (dihydrate), 1.5 g/l potassium chloride,13.5 g/l glucose (anhydrous)",Dehydration from acute diarrhoea,Renal impairment. Should be protected from moisture,Fluid and electrolyte loss in acute diarrhoea: oral - adult 200-400 ml solution after every loose motion; infant 1-1.5 times usual feed volume; child 200 ml after every loose motion,"Vomiting (too rapid administration), hypernatremia and hyperkalaemia (overdose in renal impairment or administration of too concentrated solution) Patient information: One sachet should be used to prepare one litre of solution, discard any unused solution after 24 hours; do not boil/dilute the solution",
RIFAXIMIN,Tablet: 200 mg and 550 mg,"Traveller’s diarrhoea, hepatic encephalopathy, irritable bowel syndrome","Hypersensitivity, pregnancy category C, breast feeding. Not effective in traveller’s diarrhoea due to organism other than E. coli; discontinue if symptoms worsen or persist > 24-48 hours; hepatic impairment. Possibility of pseudomembranous colitis","Traveller’s diarrhoea: oral, 200mg TDS for 3 days; Hepatic encephalopathy (maintenance of remission): oral, 550mg BD; Irritable bowel syndrome: oral, 550 mg TDS for 14 days","Flatulence, rectal tenesmus, abdominal pain, defecation urgency, constipation, nausea, vomitting",
ZINC SULFATE,"Oral solution: 10 mg/5 ml; Tablet: 10 mg, 20 mg",Adjunct to ORS in acute diarrhoea,Acute renal failure (may accumulate),Infants<6 months: 10 mg daily for 10-14 days; Child 6 months-5 years ronic diarrhoea: 20 mg daily for 10-14 days,"Abdominal pain, dyspepsia, Nausea, Vomiting, Diarrhoea, Headache, Gastric irritation","Absorption of ciprofloxacin, levofloxacin, ofloxacin, ferrous salt and calcium salt can be reduced Patient information: Tablets may be dispersed in breast milk, in oral rehydration solution or in water on a small spoon, older children may chew tablets or swallow them with water; inform doctor if severe nausea/vomiting, abdominal pain or tarry stools seen"
ISPAGHULA HUSK,"Powder (in plastic bottles): 50 g, 100 g, 200 g, 500 g",Constipation,Useful to patient who cannot tolerate bran,"0.5-2 gm/day (3 tea spoonful) at bed time, children ½ of adult dose","Abdominal distension, flatulence Patient information: increase fluid intake, bulk forming foods in diet and mobility",
DOCUSATE SODIUM,Tablet: 100 mg; Syrup: 50 mg/ml; Drops: 25mg/drop,"Constipation, adjunct to radiological procedure (with Barium meal 400 mg)","Hypersensitivity reaction, intestinal obstruction, prolong use and children","50-300 mg per oral single or divided dose (up to 500 mg), initially large dose, gradually decrease dose, with barium meal 400 mg","Rashes, transient abdominal cramping pain",
LIQUID PARAFFIN,Emulsion: 25% v/v,Constipation,Hypersensitivity reactions,10-30 ml at night,"Lipoid pneumonia due to aspiration, interfere fat soluble vitamin absorption, Foreign body granulomatous lesion on mesenteric, liver and spleen",
BISACODYL,"Tablet: 5 mg, 10 mg; Suppository: 5 mg, 10 mg","Constipations, bowel preparation for radiology and surgery","Intestinal obstruction, pregnancy, children<4 years.","Constipation: 5-10 mg (oral) at night, 10 mg at morning suppository; Radiological procedure: 10 mg per oral at night then 10 mg suppository at morning, 1 hour before procedure; Paediatric: >6 yr, 5 mg per oral at night, <10 yrs, 5 mg suppository; Radiological procedure: 5 mg by mouth at night, 5 mg per rectal at morning","Abdominal cramp, local irritation","Increase risk of mucusoal ulceration while coadminstering with sodium sulfate, potassium sulfate or magnesium sulfate. May produce hypokalemia with deflazacort or dichlorphenamide. Patient information: Better to be taken in empty stomach, to be taken with full glass of water. Swallow tabs whole with full glass of water; do not break, crush, chew tabs. alone only with water for better absorption. Do not take with antacid with in 1 hour"
SENNA,Tablet: 7.5 mg,"Constipation, bowel preparation for radiological and surgical procedure","Avoid in children and pregnancy, intestinal obstruction. Should be avoided except when straining, increased risk of rectal bleeding in haemorrhoids","Constipation: Adult:2-4 tablets at night, Children (>6 years): ½ of adult dose; Bowel preparation: 1 mg/kg in two divided doses",Abdominal cramps,
LACTULOSE,Syrup: 10 mg/15 ml,"Constipation, hepatic encephalopathy","Hypersensitivity, intestinal obstruction, diabetic patient, pregnancy- use if benefit > risk. Take adequate water","Constipation: adult, 15 ml per oral twice daily (not more than 60ml/day) gradually titrate the dose to produce 2-3 soft stool/day; Children: <1 year, 2.5 ml twice a day titrate according to stool frequency, 1-5 years, 5 ml twice a day titrate according to stool frequency, >6-12 years – 10ml twice a day, titrate according to stool frequency; Hepatic encephalopathy: 30-45 ml (20-30 g) per oral to induce rapid detection, 30-45 ml per oral after 6-8 hours","Dehydration, hypernatremia, abdominal distension","Do not use with other laxative (hepatic encephalopathy), increase chance of GI obstruction with nifedipine Patient information: Dilute with fruit juice or water to counteract sweet taste, take in empty stomach for rapid action; may cause belching, flatulence, abdominal cramping"
MACROGOL 3350,"Powder (in satchet): 13.125 g (macrogol 3350) with 0.3507 g sodium chloride, 0.1785 g sodium bicarbonate, 46.6 mg potassium chloride","Constipation, fecal impaction","Gut obstruction, gut perforation, severe inflammatory bowel disease, known hypersensitivity, cardiovascular diseases.","Constipation: dissolve 1 sachet in 125 ml of water, to be taken 1-3 times/day as required; Fecal impaction: dissolve 1 sachet in 125 ml of water, 8 sachets to be taken within 6 hours, up to 3 days if required","Diarrhoea, dehydration, indigestion, pain abdomen, allergic reactions","Anti-epileptics (decreased effectiveness) Patient’s information: Take plenty of fluids. Reconstituted solution can be kept in fridge (2-8oC) and covered, remaining solution to be discarded after 6 hours if not consumed"
MAGNESIUM HYDROXIDE (MILK OF MAGNESIA),"Tablet: 400 mg; Suspension: 7.75%, 400 mg/5ml, 800 mg/5 ml, 1200 mg/5 ml","Constipation, acid peptic disease","Renal failure, acute abdomen, undiagnosed abdominal pain, known hypersensitivity reaction, renal insufficiency","Constipation: 30-60 ml/day per oral at bed time (400 mg/5ml); Acid peptic disease: 5-15 ml (400 mg/5ml) per oral in 4 divided doses, 2-4 tab/day chewable tables","Abdominal cramp, electrolyte imbalance, hypotension Patient information: Shake solution before use. Better to be taken in empty stomach",
